stat_id,match_id,player_id,team_id,queen_snatcher,precision_player,best_striker,comeback_king
1,2,5,1,True,True,True,False
2,2,7,1,False,False,False,False
3,2,9,7,True,False,False,False
4,2,14,7,False,False,False,False
5,3,3,6,False,False,False,False
6,3,4,6,False,False,True,False
7,3,2,4,True,False,False,False
8,3,11,4,False,True,False,False
